code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1572603,TRUE,STRAKA Se,STRAKA S,Sepp STRAKA,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,190,0,['Golf'],"[""Men's Individual Stroke Play""]",1993-05-01,VIENNA,Austria,"BIRMINGHAM, AL",United States
1572616,TRUE,CAZAUTE Helena,CAZAUTE H,CAZAUTE,Female,Athlete,FRA,France,France,France,France,FRA,184,0,['Volleyball'],['Women'],1997-12-17,NARBONNE,France,,
1572617,TRUE,BAUER Christina,BAUER C,BAUER,Female,Athlete,FRA,France,France,France,France,FRA,196,0,['Volleyball'],['Women'],1988-01-01,BERGEN,Norway,,
1572618,TRUE,SYLVES Amandha,SYLVES A,SYLVES,Female,Athlete,FRA,France,France,France,France,FRA,194,0,['Volleyball'],['Women'],2000-12-29,BAIE-MAHAULT,France,,
1572619,TRUE,GELIN Juliette,GELIN J,GELIN,Female,Athlete,FRA,France,France,France,France,FRA,162,0,['Volleyball'],['Women'],2001-11-02,MONTPELLIER,France,,
1572620,TRUE,ROTAR Amelie,ROTAR A,ROTAR,Female,Athlete,FRA,France,France,France,France,FRA,188,0,['Volleyball'],['Women'],2000-10-24,,,,
1572621,TRUE,GIARDINO Amandine,GIARDINO A,GIARDINO,Female,Athlete,FRA,France,France,France,France,FRA,172,0,['Volleyball'],['Women'],1995-03-30,LA SEYNE-SUR-MER,France,,
1572622,TRUE,OLINGA ANDELA Leandra,OLINGA ANDELA L,OLINGA ANDELA,Female,Athlete,FRA,France,France,France,France,FRA,185,0,['Volleyball'],['Women'],1997-08-12,,Cameroon,,
1572623,TRUE,RESPAUT Emilie,RESPAUT E,RESPAUT,Female,Athlete,FRA,France,France,France,France,FRA,176,0,['Volleyball'],['Women'],2003-04-25,SAINT-RAPHAEL,France,,
1572625,TRUE,STOJILJKOVIC Nina,STOJILJKOVIC N,STOJILJKOVIC,Female,Athlete,FRA,France,France,France,France,FRA,180,0,['Volleyball'],['Women'],1996-09-01,PARIS,France,,
1572626,TRUE,BAH Halimatou,BAH H,BAH,Female,Athlete,FRA,France,France,France,France,FRA,185,0,['Volleyball'],['Women'],2003-12-21,EPINAY-SOUS-SENART,France,,
1572627,TRUE,GICQUEL Lucille,GICQUEL L,GICQUEL,Female,Athlete,FRA,France,France,France,France,FRA,189,0,['Volleyball'],['Women'],1997-11-13,RENNES,France,,
1572645,TRUE,SCHALK Maeva,SCHALK M,SCHALK,Female,Athlete,FRA,France,France,France,France,FRA,185,0,['Volleyball'],['Women'],2005-12-14,,,,France
1572646,TRUE,NDIAYE Iman,NDIAYE I,NDIAYE,Female,Athlete,FRA,France,France,France,France,FRA,188,0,['Volleyball'],['Women'],2002-01-13,PARIS,France,,
1572823,TRUE,AYALE Gashau,AYALE G,Gashau AYALE,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,172,0,['Athletics'],"[""Men's Marathon""]",1996-08-22,,Ethiopia,,
1572906,TRUE,GORYCKA Paula,GORYCKA P,Paula GORYCKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",1990-11-05,KRAKOW,Poland,,
1572917,TRUE,LARSSON Victoria,LARSSON V,Victoria LARSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",1995-07-14,UPPSALA,Sweden,OSTERBYBRUK,Sweden
1572918,TRUE,LEVIN-ANDERSSON Rickard,LEVIN-ANDERSSON R,Rickard LEVIN-ANDERSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],['Trap Men'],1991-04-24,SKEPPLANDA,Sweden,SKEPPLANDA,Sweden
1572919,TRUE,LINDGREN Victor,LINDGREN V,Victor LINDGREN,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",2003-05-16,SJOBO,Sweden,SAVSJO,Sweden
1572920,TRUE,MADSEN Marcus,MADSEN M,Marcus MADSEN,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1994-08-17,MALMO,Sweden,SAVSJO,Sweden
1572921,TRUE,SVENSSON Marcus,SVENSSON M,Marcus SVENSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1990-03-22,HARSLOV,Sweden,BJUV,Sweden
1572922,TRUE,NILSSON Stefan,NILSSON S,Stefan NILSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],['Skeet Men'],1990-08-12,TRELLEBORG,Sweden,TRELLEBORG,Sweden
1572925,TRUE,LAWNER Stina,LAWNER S,Stina LAWNER,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Shooting'],['25m Pistol Women'],1988-07-09,MORA,Sweden,FALUN,Sweden
1572928,TRUE,ANIOLKOWSKI Stanislaw,ANIOLKOWSKI S,Stanislaw ANIOLKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Road'],"[""Men's Road Race""]",1997-01-20,,,,
1572937,TRUE,LUKASIK Krzysztof,LUKASIK K,Krzysztof LUKASIK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1993-11-02,,,,
1572943,TRUE,NIEWIADOMA Katarzyna,NIEWIADOMA K,Katarzyna NIEWIADOMA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Road'],"[""Women's Road Race""]",1994-09-29,LIMANOWA,Poland,ANDORRA LA VELLA,Andorra
1572944,TRUE,SKALNIAK-SOJKA Agnieszka,SKALNIAK-SOJKA A,Agnieszka SKALNIAK-SOJKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",1997-04-22,KRYNICA-ZDROJ,Poland,RACZNA,Poland
1572946,TRUE,LACH Marta,LACH M,Marta LACH,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",1997-05-26,OSIEK,Poland,GLEBOWICE,Poland
1572951,TRUE,KWIATKOWSKI Michal,KWIATKOWSKI M,Michal KWIATKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Road'],"[""Men's Individual Time Trial""]",1990-06-02,CHELMZA,Poland,TORUN,Poland
1572953,TRUE,PIKULIK Daria,PIKULIK D,Daria PIKULIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium""]",1997-01-06,SKARZYSKO-KAMIENNA,Poland,DARLOWO,Poland
1572958,TRUE,RUDYK Mateusz,RUDYK M,Mateusz RUDYK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",1995-07-20,OLAWA,Poland,WROCLAW,Poland
1572960,TRUE,LOS Urszula,LOS U,Urszula LOS,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",1994-02-18,WARSAW,Poland,PRUSZKOW,Poland
1572971,TRUE,GACKA Kinga,GACKA K,Kinga GACKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],['4 x 400m Relay Mixed'],2001-10-25,,,,
1572973,TRUE,HARATYK Michal,HARATYK M,Michal HARATYK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,194,0,['Athletics'],"[""Men's Shot Put""]",1992-04-10,CIESZYN,Poland,BIELSKO-BIALA,Poland
1572975,TRUE,KAROLEWSKI Marcin,KAROLEWSKI M,Marcin KAROLEWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,186,0,['Athletics'],"[""Men's 4 x 400m Relay""]",2002-12-16,,,,
1572984,TRUE,KROLIK Kinga,KROLIK K,Kinga KROLIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,181,0,['Athletics'],"[""Women's 3000m Steeplechase""]",1999-09-26,,,,
1572993,TRUE,MRZYGLOD Cyprian,MRZYGLOD C,Cyprian MRZYGLOD,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,185,0,['Athletics'],"[""Men's Javelin Throw""]",1998-02-02,SKARATKI POD ROGOZNO,Poland,GDANSK,Poland
1572997,TRUE,POPOWICZ-DRAPALA Marika,POPOWICZ-DRAPALA M,Marika POPOWICZ-DRAPALA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,164,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1988-04-28,GNIEZNO,Poland,BYDGOSZCZ,Poland
1573001,TRUE,RZEZNICZAK Mateusz,RZEZNICZAK M,Mateusz RZEZNICZAK,Male,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,193,0,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1998-07-23,,,,
1573011,TRUE,SULEK-SCHUBERT Adrianna,SULEK-SCHUBERT A,Adrianna SULEK-SCHUBERT,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,172,0,['Athletics'],"[""Women's Heptathlon""]",1999-04-03,BYDGOSZCZ,Poland,BYDGOSZCZ,Poland
1573012,TRUE,SWIETY-ERSETIC Justyna,SWIETY-ERSETIC J,Justyna SWIETY-ERSETIC,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1992-12-03,RACIBORZ,Poland,RACIBORZ,Poland
1573013,TRUE,SWOBODA Ewa,SWOBODA E,Ewa SWOBODA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167,0,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",1997-07-26,ZORY,Poland,,
1573014,TRUE,SZWED Maksymilian,SZWED M,Maksymilian SZWED,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,185,0,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",2004-08-06,,,,
1573015,TRUE,SZYMANSKI Jakub,SZYMANSKI J,Jakub SZYMANSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,190,0,['Athletics'],"[""Men's 110m Hurdles""]",2002-07-22,,,,
1573017,TRUE,TOMALA Dawid,TOMALA D,Dawid TOMALA,Male,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,182,0,['Athletics'],['Marathon Race Walk Relay Mixed'],1989-08-27,,,,
1573019,TRUE,WDOWIK Oliwer,WDOWIK O,Oliwer WDOWIK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,176,0,['Athletics'],"[""Men's 100m""]",2002-01-03,,,,
1573020,TRUE,WEGNER Dawid,WEGNER D,Dawid WEGNER,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Athletics'],"[""Men's Javelin Throw""]",2000-04-23,BYDGOSZCZ,Poland,GDANSK,Poland
1573025,TRUE,WRONA-KUTRZEPA Alicja,WRONA-KUTRZEPA A,Alicja WRONA-KUTRZEPA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,173,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1996-01-11,,,,
1573030,TRUE,ZABAWSKA Daria,ZABAWSKA D,Daria ZABAWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,186,0,['Athletics'],"[""Women's Discus Throw""]",1995-04-16,BIALYSTOK,Poland,,
1573035,TRUE,KARWACKA Marlena,KARWACKA M,Marlena KARWACKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",1997-02-20,SLAWNO,Poland,PRUSZKOW,Poland
1573036,TRUE,PETRI Paulina,PETRI P,Paulina PETRI,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Team Sprint""]",2000-02-03,,,,
1573037,TRUE,SIBIAK Nikola,SIBIAK N,Nikola SIBIAK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",2000-06-21,,Poland,DARLOWO,Poland
1573043,TRUE,BANASZEK Alan,BANASZEK A,Alan BANASZEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Men's Omnium""]",1997-10-30,WARSAW,Poland,,
1573045,TRUE,LORKOWSKA Patrycja,LORKOWSKA P,Patrycja LORKOWSKA,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Madison""]",1998-12-04,,,,
1573046,TRUE,PIKULIK Wiktoria,PIKULIK W,Wiktoria PIKULIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium""]",1998-06-15,SKARZYSKO-KAMIENNA,Poland,DARLOWO,Poland
1573050,TRUE,ANDREJCZYK Maria,ANDREJCZYK M,Maria ANDREJCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,174,0,['Athletics'],"[""Women's Javelin Throw""]",1996-03-09,SUWALKI,Poland,SUWALKI,Poland
1573053,TRUE,BEN HLIMA Maher,BEN HLIMA M,Maher BEN HLIMA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,183,0,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1989-07-24,,Tunisia,,
1573055,TRUE,BOGACZYNSKI Igor,BOGACZYNSKI I,Igor BOGACZYNSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,182,0,['Athletics'],['4 x 400m Relay Mixed'],2003-11-07,,,,
1573057,TRUE,BORKOWSKI Mateusz,BORKOWSKI M,Mateusz BORKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,189,0,['Athletics'],"[""Men's 800m""]",1997-04-02,STARACHOWICE,Poland,KIELCE,Poland
1573061,TRUE,BUKOWIECKI Konrad,BUKOWIECKI K,Konrad BUKOWIECKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Athletics'],"[""Men's Shot Put""]",1997-03-17,OLSZTYN,Poland,SZCZYTNO,Poland
1573063,TRUE,CHOJECKA Olga,CHOJECKA O,Olga CHOJECKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167,0,['Athletics'],['Marathon Race Walk Relay Mixed'],1997-06-30,,,,
1573064,TRUE,CZYKIER Damian,CZYKIER D,Damian CZYKIER,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Athletics'],"[""Men's 110m Hurdles""]",1992-08-10,BIALYSTOK,Poland,WARSAW,Poland
1573079,TRUE,DUSZYNSKI Kajetan,DUSZYNSKI K,Kajetan DUSZYNSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,194,0,['Athletics'],"[""Men's 4 x 400m Relay""]",1995-05-12,SIEMIANOWICE SLASKIE,Poland,LODZ,Poland
1573081,TRUE,ELLWARD Agnieszka,ELLWARD A,Agnieszka ELLWARD,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,165,0,['Athletics'],['Marathon Race Walk Relay Mixed'],1989-03-26,,,,
1573083,TRUE,FAJDEK Pawel,FAJDEK P,Pawel FAJDEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,186,0,['Athletics'],"[""Men's Hammer Throw""]",1989-06-04,SWIEBODZICE,Poland,ZAROW,Poland
1573084,TRUE,FORMELLA Aleksandra,FORMELLA A,Aleksandra FORMELLA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,181,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",2001-10-27,,,,
1573091,TRUE,GRZEGORZEWICZ Patryk,GRZEGORZEWICZ P,Patryk GRZEGORZEWICZ,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,190,0,['Athletics'],"[""Men's 4 x 400m Relay""]",2002-05-26,RACIBORZ,Poland,RACIBORZ,Poland
1573095,TRUE,HOROWSKA Nikola,HOROWSKA N,Nikola HOROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,173,0,['Athletics'],"[""Women's Long Jump""]",2001-01-03,SWIETNO,Poland,SWIETNO,Poland
1573098,TRUE,KACZMAREK Natalia,KACZMAREK N,Natalia KACZMAREK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,174,0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",1998-01-17,DREZDENKO,Poland,,
1573100,TRUE,KARDASZ Klaudia,KARDASZ K,Klaudia KARDASZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,179,0,['Athletics'],"[""Women's Shot Put""]",1996-05-02,BIALYSTOK,Poland,BIALYSTOK,Poland
1573102,TRUE,KILJAN Krzysztof,KILJAN K,Krzysztof KILJAN,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,187,0,['Athletics'],"[""Men's 110m Hurdles""]",1999-12-30,WARSAW,Poland,LOMIANKI,Poland
1573107,TRUE,KOMANSKI Albert,KOMANSKI A,Albert KOMANSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,197,0,['Athletics'],"[""Men's 200m""]",2000-02-07,SANOK,Poland,RZESZOW,Poland
1573120,TRUE,KONIECZEK Aneta,KONIECZEK A,Aneta KONIECZEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,174,0,['Athletics'],"[""Women's 3000m Steeplechase""]",1997-06-08,WOLSZTYN,Poland,,
1573121,TRUE,KONIECZEK Alicja,KONIECZEK A,Alicja KONIECZEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,169,0,['Athletics'],"[""Women's 3000m Steeplechase""]",1994-11-02,NOWYM TOMYSIU,Poland,"ALBUQUERQUE, NM",United States
1573123,TRUE,KOPRON Malwina,KOPRON M,Malwina KOPRON,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's Hammer Throw""]",1994-11-16,PULAWY,Poland,PULAWY,Poland
1573124,TRUE,KOTWILA Martyna,KOTWILA M,Martyna KOTWILA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's 200m""]",1999-01-13,RADOM,Poland,RADOM,Poland
1573126,TRUE,KRUKOWSKI Marcin,KRUKOWSKI M,Marcin KRUKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,184,0,['Athletics'],"[""Men's Javelin Throw""]",1992-06-14,WARSAW,Poland,WARSAW,Poland
1573127,TRUE,KUS Anastazja,KUS A,Anastazja KUS,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,175,0,['Athletics'],"[""Women's 4 x 400m Relay""]",2007-05-11,,,,
1573134,TRUE,LISEK Piotr,LISEK P,Piotr LISEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,194,0,['Athletics'],"[""Men's Pole Vault""]",1992-08-16,DUSZNIKI,Poland,SZCZECIN,Poland
1573135,TRUE,LISOWSKA Aleksandra,LISOWSKA A,Aleksandra LISOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167,0,['Athletics'],"[""Women's Marathon""]",1990-12-12,BRANIEWO,Poland,OLSZTYN,Poland
1573136,TRUE,LIZAKOWSKA Weronika,LIZAKOWSKA W,Weronika LIZAKOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's 1500m""]",1998-11-02,KOSCIERZYNA,Poland,KOSCIERZYNA,Poland
1573138,TRUE,MACH Angelika,MACH A,Angelika MACH,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,152,0,['Athletics'],"[""Women's Marathon""]",1991-09-07,TARNOGROD,Poland,WARSAW,Poland
1573154,TRUE,NIEMCZYK Magdalena,NIEMCZYK M,Magdalena NIEMCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,165,0,['Athletics'],"[""Women's 4 x 100m Relay""]",2003-03-25,,,,
1573157,TRUE,NOWICKI Wojciech,NOWICKI W,Wojciech NOWICKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,197,0,['Athletics'],"[""Men's Hammer Throw""]",1989-02-22,BIALYSTOK,Poland,BIALYSTOK,Poland
1573164,TRUE,PLOCINSKA Aleksandra,PLOCINSKA A,Aleksandra PLOCINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's 1500m""]",1999-10-05,WARSAW,Poland,KONSTANCIN-JEZIORNA,Poland
1573166,TRUE,RAK Fili,RAK F,Filip RAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,185,0,['Athletics'],"[""Men's 1500m""]",2003-02-03,,,,
1573167,TRUE,ROMASZKO Monika,ROMASZKO M,Monika ROMASZKO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,178,0,['Athletics'],"[""Women's 4 x 100m Relay""]",2002-04-13,,,,
1573171,TRUE,SKRZYSZOWSKA Pia,SKRZYSZOWSKA P,Pia SKRZYSZOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,167,0,['Athletics'],"[""Women's 100m Hurdles""]",2001-04-20,WARSAW,Poland,WARSAW,Poland
1573173,TRUE,SOBERA Robert,SOBERA R,Robert SOBERA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Athletics'],"[""Men's Pole Vault""]",1991-01-19,WROCLAW,Poland,WROCLAW,Poland
1573174,TRUE,SOLTYSIAK Daniel,SOLTYSIAK D,Daniel SOLTYSIAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,184,0,['Athletics'],"[""Men's 4 x 400m Relay""]",2001-09-06,,,,
1573175,TRUE,STEFANOWICZ Magdalena,STEFANOWICZ M,Magdalena STEFANOWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2000-09-21,,,BYTOM,Poland
1573178,TRUE,TSIMANOUSKAYA Krystsina,TSIMANOUSKAYA K,Krystsina TSIMANOUSKAYA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Athletics'],"[""Women's 200m"", ""Women's 4 x 100m Relay""]",1996-11-19,KLIMAVICHY,Belarus,WARSAW,Poland
1573181,TRUE,WIELGOSZ Anna,WIELGOSZ A,Anna WIELGOSZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,163,0,['Athletics'],"[""Women's 800m""]",1993-11-09,NISKO,Poland,,
1573183,TRUE,WLODARCZYK Anita,WLODARCZYK A,Anita WLODARCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,177,0,['Athletics'],"[""Women's Hammer Throw""]",1985-08-08,RAWICZ,Poland,WARSAW,Poland
1573185,TRUE,ZALEWSKI Karol,ZALEWSKI K,Karol ZALEWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,189,0,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1993-08-07,,Poland,OLSZTYN,Poland
1573186,TRUE,ZDZIEBLO Katarzyna,ZDZIEBLO K,Katarzyna ZDZIEBLO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,162,0,['Athletics'],"[""Women's 20km Race Walk""]",1996-11-28,MIELEC,Poland,MIELEC,Poland
1573188,TRUE,ZODZIK Maria,ZODZIK M,Maria ZODZIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,187,0,['Athletics'],"[""Women's High Jump""]",1997-01-19,BARANAVITSY,Belarus,BIALYSTOK,Poland
1573198,TRUE,MANSSON Tilda,MANSSON T,Tilda MANSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0,0,['Triathlon'],"[""Women's Individual""]",2004-05-13,,,UPPLANDS V?SBY,Sweden
1573388,TRUE,VICTOR Lindon,VICTOR L,Lindon VICTOR,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185,0,['Athletics'],"[""Men's Decathlon""]",1993-02-28,LA FEMME,Grenada,"FORT WORTH, TX",United States
1573418,TRUE,PETERS Anderson,PETERS A,Anderson PETERS,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185,0,['Athletics'],"[""Men's Javelin Throw""]",1997-10-21,ST. ANDREWS,Grenada,GRENVILLE,Grenada
1573439,TRUE,AYAYI Valeriane,AYAYI V,Valeriane AYAYI,Female,Athlete,FRA,France,France,France,France,FRA,184,0,['Basketball'],['Women'],1994-04-29,BORDEAUX,France,PRAGUE,Czechia
1573440,TRUE,BADIANE Marieme,BADIANE M,Marieme BADIANE,Female,Athlete,FRA,France,France,France,France,FRA,190,0,['Basketball'],['Women'],1994-11-24,BREST,France,,France
1573441,TRUE,BERNIES Romane,BERNIES R,Romane BERNIES,Female,Athlete,FRA,France,France,France,France,FRA,170,0,['Basketball'],['Women'],1993-06-27,AGEN,France,,France
1573442,TRUE,CHERY Alexia,CHERY A,Alexia CHERY,Female,Athlete,FRA,France,France,France,France,FRA,190,0,['Basketball'],['Women'],1998-09-05,LE MANS,France,,France
1573445,TRUE,FAUTHOUX Marine,FAUTHOUX M,Marine FAUTHOUX,Female,Athlete,FRA,France,France,France,France,FRA,176,0,['Basketball'],['Women'],2001-01-23,PAU,France,,
1573448,TRUE,JOHANNES Marine,JOHANNES M,Marine JOHANNES,Female,Athlete,FRA,France,France,France,France,FRA,177,0,['Basketball'],['Women'],1995-01-21,LISIEUX,France,LYON,
1573449,TRUE,LACAN Leila,LACAN L,Leila LACAN,Female,Athlete,FRA,France,France,France,France,FRA,181,0,['Basketball'],['Women'],2004-06-02,RODEZ,France,,France
1573451,TRUE,MALONGA Dominique,MALONGA D,Dominique MALONGA,Female,Athlete,FRA,France,France,France,France,FRA,198,0,['Basketball'],['Women'],2005-11-16,YAOUNDE,Cambodia,,France
1573452,TRUE,MICHEL BOURY Sarah,MICHEL BOURY S,Sarah MICHEL BOURY,Female,Athlete,FRA,France,France,France,France,FRA,180,0,['Basketball'],['Women'],1989-01-10,RIS-ORANGIS,France,,
1573454,TRUE,RUPERT Iliana,RUPERT I,Iliana RUPERT,Female,Athlete,FRA,France,France,France,France,FRA,194,0,['Basketball'],['Women'],2001-07-12,SEVRES,France,,France
1573455,TRUE,SALAUN Janelle,SALAUN J,Janelle SALAUN,Female,Athlete,FRA,France,France,France,France,FRA,188,0,['Basketball'],['Women'],2001-09-05,PARIS,France,,France
1573457,TRUE,WILLIAMS Gabby,WILLIAMS G,Gabby WILLIAMS,Female,Athlete,FRA,France,France,France,France,FRA,180,0,['Basketball'],['Women'],1996-09-09,"SPARKS, NV",United States,,
1573481,TRUE,DIARRA Lassine,DIARRA L,Lassine DIARRA,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,184,0,['Football'],['Men'],2002-11-11,BAMAKO,Mali,,France
1573627,TRUE,ALBICY Andrew,ALBICY A,Andrew ALBICY,Male,Athlete,FRA,France,France,France,France,FRA,178,0,['Basketball'],['Men'],1990-03-21,SEVRES,France,,
